,numberOfJavaFiles,countLineCode/numberOfJavaFiles,SumCyclomaticStrict/CountDeclMethod,readability
Azure-Samples\\compute-java-manage-virtual-machine-using-vm-extensions,"Mann_Kendall_Test(trend='no trend', h=False, p=0.3121916779486835, z=-1.0106339134356443, Tau=-0.09090909090909091, s=-51.0, var_s=2447.6666666666665, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.9768631176475537e-11, z=6.707721502033824, Tau=0.8021390374331551, s=450.0, var_s=4480.666666666667, slope=30.5, intercept=471.5)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17399726062650345, z=-1.35947139573514, Tau=-0.16399286987522282, s=-92.0, var_s=4480.666666666667, slope=-0.012972027972028028, intercept=3.994258241758242)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-list-vm-extension-images,"Mann_Kendall_Test(trend='no trend', h=False, p=0.3121916779486835, z=-1.0106339134356443, Tau=-0.09090909090909091, s=-51.0, var_s=2447.6666666666665, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.9768631176475537e-11, z=6.707721502033824, Tau=0.8021390374331551, s=450.0, var_s=4480.666666666667, slope=30.5, intercept=397.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.15583244448554145, z=-1.4192283801630583, Tau=-0.1711229946524064, s=-96.0, var_s=4480.666666666667, slope=-0.013636363636363634, intercept=4.016208791208791)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\dns-java-host-and-manage-your-domains,"Mann_Kendall_Test(trend='no trend', h=False, p=0.1529888382709732, z=-1.429053565415588, Tau=-0.1350806451612903, s=-67.0, var_s=2133.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=2.9672708734551634e-10, z=6.300479062902081, Tau=0.7782258064516129, s=386.0, var_s=3734.0, slope=28.925, intercept=559.1624999999999)","Mann_Kendall_Test(trend='no trend', h=False, p=0.20763480067573536, z=-1.2600958125804163, Tau=-0.15725806451612903, s=-78.0, var_s=3734.0, slope=-0.02074029382131739, intercept=4.188141220897085)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\traffic-manager-java-manage-profiles,"Mann_Kendall_Test(trend='no trend', h=False, p=0.13223533026928402, z=-1.5053452771115876, Tau=-0.13825757575757575, s=-73.0, var_s=2287.6666666666665, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=2.41167086301175e-10, z=6.332534062626192, Tau=0.7651515151515151, s=404.0, var_s=4050.0, slope=28.98913043478261, intercept=548.6739130434783)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2645688265869506, z=-1.1156573658721083, Tau=-0.13636363636363635, s=-72.0, var_s=4050.0, slope=-0.0167943080698457, intercept=4.1131533735619765)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\resources-java-deploy-using-arm-template,"Mann_Kendall_Test(trend='no trend', h=False, p=0.8066533644422083, z=-0.2447456689665337, Tau=-0.017006802721088437, s=-20.0, var_s=6026.666666666667, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0, z=8.748256969248217, Tau=0.8571428571428571, s=1008.0, var_s=13250.0, slope=29.801724137931032, intercept=-128.74137931034477)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004573390836962066, z=2.8356403990500136, Tau=0.2780612244897959, s=327.0, var_s=13217.0, slope=0.018124157875710645, intercept=3.240695886658621)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\resources-java-manage-resource,"Mann_Kendall_Test(trend='no trend', h=False, p=0.9033974330161663, z=0.12137068773361685, Tau=0.009250693802035153, s=10.0, var_s=5498.666666666667, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0, z=8.422264150012385, Tau=0.8464384828862165, s=915.0, var_s=11777.0, slope=30.106060606060606, intercept=-114.43939393939388)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00950402137776618, z=2.5933708985240593, Tau=0.2599444958371878, s=281.0, var_s=11657.0, slope=0.016718913270637414, intercept=3.3654649947753397)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\azure-sdk-for-java-storage-blob-upload-download,"Mann_Kendall_Test(trend='increasing', h=True, p=3.393707537213686e-11, z=6.628388721522114, Tau=0.4972677595628415, s=910.0, var_s=18806.666666666668, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=2.498001805406602e-13, z=-7.319047853029518, Tau=-0.6229508196721312, s=-1140.0, var_s=24218.0, slope=-0.6237244897959184, intercept=149.71173469387756)","Mann_Kendall_Test(trend='decreasing', h=True, p=2.5091040356528538e-14, z=-7.6212148766259595, Tau=-0.5989071038251366, s=-1096.0, var_s=20643.333333333332, slope=-0.01424501424501424, intercept=3.871794871794872)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\wildfly-petstore-quickstart,"Mann_Kendall_Test(trend='increasing', h=True, p=0.00044866804037835273, z=3.509667100722622, Tau=0.5228758169934641, s=80.0, var_s=506.6666666666667, slope=6.8, intercept=44.2)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00044866804037835273, z=3.509667100722622, Tau=0.5228758169934641, s=80.0, var_s=506.6666666666667, slope=4.322222222222222, intercept=28.09444444444444)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00044866804037835273, z=3.509667100722622, Tau=0.5228758169934641, s=80.0, var_s=506.6666666666667, slope=0.08584905660377358, intercept=0.5580188679245284)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00044866804037835273, z=3.509667100722622, Tau=0.5228758169934641, s=80.0, var_s=506.6666666666667, slope=0.0124863199271679, intercept=0.08116107952659136)"
Azure-Samples\\java-functions-eventhub-cosmosdb,"Mann_Kendall_Test(trend='increasing', h=True, p=0.008113117265565739, z=2.647325694608303, Tau=0.5454545454545454, s=30.0, var_s=120.0, slope=0.2222222222222222, intercept=0.8888888888888888)","Mann_Kendall_Test(trend='increasing', h=True, p=0.008113117265565739, z=2.647325694608303, Tau=0.5454545454545454, s=30.0, var_s=120.0, slope=5.666666666666667, intercept=22.666666666666664)","Mann_Kendall_Test(trend='increasing', h=True, p=0.008113117265565739, z=2.647325694608303, Tau=0.5454545454545454, s=30.0, var_s=120.0, slope=0.13675213675213677, intercept=0.5470085470085471)","Mann_Kendall_Test(trend='increasing', h=True, p=0.008113117265565739, z=2.647325694608303, Tau=0.5454545454545454, s=30.0, var_s=120.0, slope=2.692904349209534e-05, intercept=0.00010771617396838136)"
Azure-Samples\\Hybrid-Compute-Java-Create-VM-From-Custom-Image,"Mann_Kendall_Test(trend='increasing', h=True, p=0.005766120914237227, z=2.7607930059999104, Tau=0.5303030303030303, s=35.0, var_s=151.66666666666666, slope=0.2, intercept=-1.1)","Mann_Kendall_Test(trend='increasing', h=True, p=0.005766120914237227, z=2.7607930059999104, Tau=0.5303030303030303, s=35.0, var_s=151.66666666666666, slope=123.05, intercept=-676.775)","Mann_Kendall_Test(trend='increasing', h=True, p=0.005766120914237227, z=2.7607930059999104, Tau=0.5303030303030303, s=35.0, var_s=151.66666666666666, slope=0.34831460674157305, intercept=-1.9157303370786518)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\cosmosdb-java-create-documentdb-and-get-mongodb-connection-string,"Mann_Kendall_Test(trend='increasing', h=True, p=0.007387696016635026, z=2.678843290115663, Tau=0.24675324675324675, s=57.0, var_s=437.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=5.0994277689397904e-09, z=5.843894674989933, Tau=0.8831168831168831, s=204.0, var_s=1206.6666666666667, slope=33.40909090909091, intercept=672.7045454545455)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00012879126692544318, z=3.828758580165818, Tau=0.5800865800865801, s=134.0, var_s=1206.6666666666667, slope=0.018515730844497914, intercept=3.405584826132772)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\app-service-java-cosmosdb-mongodb-apis,"Mann_Kendall_Test(trend='increasing', h=True, p=0.019964453305216123, z=2.327015255644019, Tau=0.5555555555555556, s=20.0, var_s=66.66666666666667, slope=2.0, intercept=-8.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.019964453305216123, z=2.327015255644019, Tau=0.5555555555555556, s=20.0, var_s=66.66666666666667, slope=7.663265306122448, intercept=-30.653061224489793)","Mann_Kendall_Test(trend='increasing', h=True, p=0.019964453305216123, z=2.327015255644019, Tau=0.5555555555555556, s=20.0, var_s=66.66666666666667, slope=0.14840499306518726, intercept=-0.593619972260749)","Mann_Kendall_Test(trend='increasing', h=True, p=0.019964453305216123, z=2.327015255644019, Tau=0.5555555555555556, s=20.0, var_s=66.66666666666667, slope=0.011255449700948536, intercept=-0.045021798803794144)"
Azure-Samples\\springboot-hello-azure,"Mann_Kendall_Test(trend='no trend', h=False, p=0.3329216080655659, z=0.9682458365518543, Tau=0.1422924901185771, s=36.0, var_s=1306.6666666666667, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.769736805698699e-05, z=4.066632513517788, Tau=0.5849802371541502, s=148.0, var_s=1306.6666666666667, slope=1.1025641025641026, intercept=-1.4615384615384635)","Mann_Kendall_Test(trend='increasing', h=True, p=4.769736805698699e-05, z=4.066632513517788, Tau=0.5849802371541502, s=148.0, var_s=1306.6666666666667, slope=0.05555555555555556, intercept=0.38888888888888884)","Mann_Kendall_Test(trend='no trend', h=False, p=0.5495438817461777, z=-0.5984437489312764, Tau=-0.07905138339920949, s=-20.0, var_s=1008.0, slope=0.0, intercept=0.0)"
Azure-Samples\\Hybrid-Compute-Java-Manage-VM-Certificate-Based-Auth,"Mann_Kendall_Test(trend='increasing', h=True, p=0.010733416102997273, z=2.5512601928122836, Tau=0.509090909090909, s=28.0, var_s=112.0, slope=0.4, intercept=-2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.010733416102997273, z=2.5512601928122836, Tau=0.509090909090909, s=28.0, var_s=112.0, slope=64.925, intercept=-324.625)","Mann_Kendall_Test(trend='increasing', h=True, p=0.010733416102997273, z=2.5512601928122836, Tau=0.509090909090909, s=28.0, var_s=112.0, slope=0.32448979591836735, intercept=-1.6224489795918369)","Mann_Kendall_Test(trend='increasing', h=True, p=0.010733416102997273, z=2.5512601928122836, Tau=0.509090909090909, s=28.0, var_s=112.0, slope=8.768104016780852e-05, intercept=-0.0004384052008390426)"
Azure-Samples\\storage-blobs-java-quickstart,"Mann_Kendall_Test(trend='increasing', h=True, p=0.00024683810135606166, z=3.665518359621255, Tau=0.45454545454545453, s=105.0, var_s=805.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.012680904175870644, z=2.4926072084519557, Tau=0.36796536796536794, s=85.0, var_s=1135.6666666666667, slope=0.2, intercept=67.9)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00024683810135606166, z=3.665518359621255, Tau=0.45454545454545453, s=105.0, var_s=805.0, slope=0.0, intercept=8.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\functions-java-push-static-contents-to-cdn,"Mann_Kendall_Test(trend='increasing', h=True, p=0.00029651197793012507, z=3.618328420222005, Tau=0.4666666666666667, s=98.0, var_s=718.6666666666666, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00029651197793012507, z=3.618328420222005, Tau=0.4666666666666667, s=98.0, var_s=718.6666666666666, slope=0.0, intercept=70.75)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00029651197793012507, z=3.618328420222005, Tau=0.4666666666666667, s=98.0, var_s=718.6666666666666, slope=0.0, intercept=1.8947368421052633)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\twitter-databricks-analyzer-cicd,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0034052358212948164, z=2.9285714285714284, Tau=0.5384615384615384, s=42.0, var_s=196.0, slope=1.5272727272727273, intercept=-9.163636363636364)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0034052358212948164, z=2.9285714285714284, Tau=0.5384615384615384, s=42.0, var_s=196.0, slope=4.862215909090909, intercept=-29.173295454545453)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0034052358212948164, z=2.9285714285714284, Tau=0.5384615384615384, s=42.0, var_s=196.0, slope=0.10606060606060606, intercept=-0.6363636363636364)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0034052358212948164, z=2.9285714285714284, Tau=0.5384615384615384, s=42.0, var_s=196.0, slope=0.01747845249442021, intercept=-0.10487071496652127)"
Azure-Samples\\ms-identity-android-native,"Mann_Kendall_Test(trend='decreasing', h=True, p=2.8461677459290513e-11, z=-6.654318158219657, Tau=-0.43509615384615385, s=-905.0, var_s=18455.666666666668, slope=0.0, intercept=3.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0, z=-8.904490126560674, Tau=-0.7245192307692307, s=-1507.0, var_s=28604.333333333332, slope=-0.14285714285714285, intercept=78.23809523809524)","Mann_Kendall_Test(trend='no trend', h=False, p=0.24128733289415694, z=1.1717751729422194, Tau=0.09519230769230769, s=198.0, var_s=28264.666666666668, slope=0.0, intercept=1.5833333333333333)","Mann_Kendall_Test(trend='increasing', h=True, p=2.710276447714932e-12, z=6.991977571648535, Tau=0.5177884615384616, s=1077.0, var_s=23682.333333333332, slope=3.757369187118442e-07, intercept=0.3130995082772441)"
Azure-Samples\\cosmosdb-java-create-documentdb-and-configure-for-eventual-consistency,"Mann_Kendall_Test(trend='increasing', h=True, p=0.007387696016635026, z=2.678843290115663, Tau=0.24675324675324675, s=57.0, var_s=437.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=5.0994277689397904e-09, z=5.843894674989933, Tau=0.8831168831168831, s=204.0, var_s=1206.6666666666667, slope=33.40909090909091, intercept=688.2045454545455)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00012879126692544318, z=3.828758580165818, Tau=0.5800865800865801, s=134.0, var_s=1206.6666666666667, slope=0.019212690951821366, intercept=3.37573153373827)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\cognitive-services-qnamaker-java,"Mann_Kendall_Test(trend='increasing', h=True, p=8.459899447643693e-14, z=7.462844057199936, Tau=0.8250355618776671, s=580.0, var_s=6019.333333333333, slope=0.2222222222222222, intercept=1.3888888888888893)","Mann_Kendall_Test(trend='no trend', h=False, p=0.13986297778696577, z=-1.4763014771439034, Tau=-0.16500711237553342, s=-116.0, var_s=6068.0, slope=-0.10252100840336077, intercept=99.72997198879548)","Mann_Kendall_Test(trend='increasing', h=True, p=5.307199124615636e-11, z=6.562052841750863, Tau=0.7268847795163584, s=511.0, var_s=6040.333333333333, slope=0.0023612224895304124, intercept=1.614853969309541)","Mann_Kendall_Test(trend='increasing', h=True, p=1.9972673717116862e-06, z=4.753700606247078, Tau=0.41536273115220484, s=292.0, var_s=3747.3333333333335, slope=0.0, intercept=0.0)"
Azure-Samples\\cosmosdb-java-create-documentdb-and-configure-firewall,"Mann_Kendall_Test(trend='increasing', h=True, p=0.007387696016635026, z=2.678843290115663, Tau=0.24675324675324675, s=57.0, var_s=437.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=5.0994277689397904e-09, z=5.843894674989933, Tau=0.8831168831168831, s=204.0, var_s=1206.6666666666667, slope=33.40909090909091, intercept=669.7045454545455)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00012879126692544318, z=3.828758580165818, Tau=0.5800865800865801, s=134.0, var_s=1206.6666666666667, slope=0.018515730844497914, intercept=3.405584826132772)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\cosmosdb-java-create-documentdb-and-configure-for-high-availability,"Mann_Kendall_Test(trend='increasing', h=True, p=0.007387696016635026, z=2.678843290115663, Tau=0.24675324675324675, s=57.0, var_s=437.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=5.0994277689397904e-09, z=5.843894674989933, Tau=0.8831168831168831, s=204.0, var_s=1206.6666666666667, slope=33.40909090909091, intercept=692.2045454545455)","Mann_Kendall_Test(trend='increasing', h=True, p=0.00012879126692544318, z=3.828758580165818, Tau=0.5800865800865801, s=134.0, var_s=1206.6666666666667, slope=0.019212690951821366, intercept=3.37573153373827)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\event-grid-java-publish-consume-events,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0001022872817773024, z=3.8851011752670326, Tau=0.6323529411764706, s=86.0, var_s=478.6666666666667, slope=0.38461538461538464, intercept=-2.076923076923077)","Mann_Kendall_Test(trend='increasing', h=True, p=0.03960274772267747, z=2.057868609867254, Tau=0.34558823529411764, s=47.0, var_s=499.6666666666667, slope=4.506666666666666, intercept=31.546666666666667)","Mann_Kendall_Test(trend='increasing', h=True, p=0.015415192738506, z=2.4224748504606204, Tau=0.39705882352941174, s=54.0, var_s=478.6666666666667, slope=0.2, intercept=1.4)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0006355079242468253, z=3.415989092705286, Tau=0.5294117647058824, s=72.0, var_s=432.0, slope=2.4207021176282845e-05, intercept=-0.00019365616941026276)"
Azure-Samples\\aad-java-manage-passwords,"Mann_Kendall_Test(trend='increasing', h=True, p=0.028185802147907335, z=2.1946905628508695, Tau=0.5, s=18.0, var_s=60.0, slope=0.125, intercept=1.5)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004822267624678744, z=2.818672605010608, Tau=0.7222222222222222, s=26.0, var_s=78.66666666666667, slope=195.77678571428572, intercept=51.39285714285711)","Mann_Kendall_Test(trend='increasing', h=True, p=0.004822267624678744, z=2.818672605010608, Tau=0.7222222222222222, s=26.0, var_s=78.66666666666667, slope=0.32074175824175816, intercept=2.3777472527472527)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\azure-cosmosdb-java-pagination,"Mann_Kendall_Test(trend='no trend', h=False, p=0.05182992721790969, z=1.9445436482630056, Tau=0.5714285714285714, s=12.0, var_s=32.0, slope=0.4, intercept=-1.2000000000000002)","Mann_Kendall_Test(trend='no trend', h=False, p=0.05182992721790969, z=1.9445436482630056, Tau=0.5714285714285714, s=12.0, var_s=32.0, slope=14.7, intercept=-44.099999999999994)","Mann_Kendall_Test(trend='no trend', h=False, p=0.05182992721790969, z=1.9445436482630056, Tau=0.5714285714285714, s=12.0, var_s=32.0, slope=0.4, intercept=-1.2000000000000002)","Mann_Kendall_Test(trend='no trend', h=False, p=0.05182992721790969, z=1.9445436482630056, Tau=0.5714285714285714, s=12.0, var_s=32.0, slope=0.012147016823291777, intercept=-0.03644105046987533)"
Azure-Samples\\azure-cosmosdb-springboot-pagination,"Mann_Kendall_Test(trend='increasing', h=True, p=0.03038282197657738, z=2.165063509461097, Tau=0.5714285714285714, s=16.0, var_s=48.0, slope=1.5, intercept=-0.75)","Mann_Kendall_Test(trend='increasing', h=True, p=0.03038282197657738, z=2.165063509461097, Tau=0.5714285714285714, s=16.0, var_s=48.0, slope=3.574074074074074, intercept=-1.787037037037038)","Mann_Kendall_Test(trend='increasing', h=True, p=0.03038282197657738, z=2.165063509461097, Tau=0.5714285714285714, s=16.0, var_s=48.0, slope=0.25, intercept=-0.125)","Mann_Kendall_Test(trend='increasing', h=True, p=0.03038282197657738, z=2.165063509461097, Tau=0.5714285714285714, s=16.0, var_s=48.0, slope=0.03616145640154611, intercept=-0.018080728200773055)"
